date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-01-07 02:00:00,0,0,0,4.6,1024.7,84.6,0.0
2019-01-07 03:00:00,0,0,0,4.6,1024.3,84.1,0.0
2019-01-07 04:00:00,0,0,0,4.4,1023.9,84.4,0.0
2019-01-07 05:00:00,0,0,0,4.2,1023.7,84.9,0.0
2019-01-07 06:00:00,0,0,0,3.8,1024.0,84.9,0.0
2019-01-07 07:00:00,0,0,0,3.5,1024.2,86.1,0.0
2019-01-07 08:00:00,12,0,9,3.6,1025.0,86.6,0.62
2019-01-07 09:00:00,27,0,20,3.5,1025.7,86.3,2.42
2019-01-07 10:00:00,57,0,43,3.8,1026.2,85.7,5.79
2019-01-07 11:00:00,76,0,56,4.3,1026.1,84.4,7.84
2019-01-07 12:00:00,72,0,53,4.5,1025.7,83.4,8.18
2019-01-07 13:00:00,70,0,52,4.6,1024.8,82.7,7.64
2019-01-07 14:00:00,55,0,41,4.8,1024.4,82.1,5.41
2019-01-07 15:00:00,50,0,38,4.9,1024.5,81.2,5.17
2019-01-07 16:00:00,33,0,25,4.7,1024.7,82.5,3.22
2019-01-07 17:00:00,9,0,7,4.4,1025.5,83.9,0.42
2019-01-07 18:00:00,0,0,0,4.0,1026.2,84.9,0.0
2019-01-07 19:00:00,0,0,0,3.9,1026.8,85.2,0.0
2019-01-07 20:00:00,0,0,0,3.7,1027.2,84.9,0.0
2019-01-07 21:00:00,0,0,0,3.6,1028.0,85.5,0.0
2019-01-07 22:00:00,0,0,0,3.6,1028.5,83.6,0.0
2019-01-07 23:00:00,0,0,0,3.3,1028.1,82.8,0.0
2019-01-08 00:00:00,0,0,0,3.2,1028.4,83.0,0.0
2019-01-08 01:00:00,0,0,0,3.1,1028.6,83.6,0.0
2019-01-08 02:00:00,0,0,0,2.9,1028.6,84.3,0.0
2019-01-08 03:00:00,0,0,0,2.9,1028.7,84.9,0.0
2019-01-08 04:00:00,0,0,0,2.7,1028.2,85.8,0.0
2019-01-08 05:00:00,0,0,0,2.7,1028.1,86.6,0.0
2019-01-08 06:00:00,0,0,0,2.7,1028.3,86.5,0.0
2019-01-08 07:00:00,0,0,0,2.5,1028.4,86.3,0.0
2019-01-08 08:00:00,35,0,26,2.9,1028.9,86.1,3.34
2019-01-08 09:00:00,160,0,114,3.5,1029.4,84.7,16.76
2019-01-08 10:00:00,185,0,130,4.3,1030.0,82.3,20.15
2019-01-08 11:00:00,175,0,121,5.1,1029.7,79.7,17.31
2019-01-08 12:00:00,275,0,196,5.5,1028.5,78.2,31.61
2019-01-08 13:00:00,136,0,99,5.8,1027.8,76.5,14.72
2019-01-08 14:00:00,121,0,88,5.9,1027.1,76.8,14.11
2019-01-08 15:00:00,68,0,51,5.6,1026.7,79.3,7.17
2019-01-08 16:00:00,18,0,13,5.4,1027.7,80.6,1.53
2019-01-08 17:00:00,1,0,1,5.0,1028.3,82.6,0.0
2019-01-08 18:00:00,0,0,0,4.2,1028.5,85.7,0.0
2019-01-08 19:00:00,0,0,0,3.3,1029.7,86.5,0.0
2019-01-08 20:00:00,0,0,0,2.8,1030.0,84.1,0.0
2019-01-08 21:00:00,0,0,0,2.5,1030.4,82.4,0.0
2019-01-08 22:00:00,0,0,0,2.2,1030.5,80.8,0.0
2019-01-08 23:00:00,0,0,0,2.1,1030.3,80.0,0.0
2019-01-09 00:00:00,0,0,0,2.2,1030.1,79.3,0.0
2019-01-09 01:00:00,0,0,0,2.0,1030.0,79.5,0.0
2019-01-09 02:00:00,0,0,0,1.6,1029.8,79.3,0.0
2019-01-09 03:00:00,0,0,0,1.5,1029.8,79.4,0.0
2019-01-09 04:00:00,0,0,0,1.7,1028.9,78.4,0.0
2019-01-09 05:00:00,0,0,0,1.8,1028.3,78.3,0.0
2019-01-09 06:00:00,0,0,0,1.9,1028.9,78.0,0.0
2019-01-09 07:00:00,0,0,0,1.8,1028.5,78.3,0.0
2019-01-09 08:00:00,7,0,6,1.7,1028.9,78.0,0.23
2019-01-09 09:00:00,23,0,17,2.0,1029.4,78.0,2.08
2019-01-09 10:00:00,115,0,84,2.2,1029.0,78.0,12.69
2019-01-09 11:00:00,70,0,51,2.9,1028.3,77.7,7.91
2019-01-09 12:00:00,96,0,72,3.2,1026.8,78.2,10.48
2019-01-09 13:00:00,55,0,41,3.4,1025.7,78.7,5.99
2019-01-09 14:00:00,37,0,27,3.2,1025.9,80.6,3.47
2019-01-09 15:00:00,52,0,38,3.5,1024.5,81.0,5.01
2019-01-09 16:00:00,19,0,14,3.7,1024.5,80.9,2.0
2019-01-09 17:00:00,9,0,7,3.6,1024.3,80.2,0.37
2019-01-09 18:00:00,0,0,0,3.4,1025.5,80.1,0.0
2019-01-09 19:00:00,0,0,0,3.0,1025.4,80.3,0.0
2019-01-09 20:00:00,0,0,0,3.0,1025.0,80.4,0.0
2019-01-09 21:00:00,0,0,0,2.8,1025.8,80.7,0.0
2019-01-09 22:00:00,0,0,0,2.5,1025.7,81.2,0.0
2019-01-09 23:00:00,0,0,0,2.5,1026.0,81.6,0.0
2019-01-10 00:00:00,0,0,0,2.3,1025.9,81.0,0.0
2019-01-10 01:00:00,0,0,0,2.4,1025.7,81.6,0.0
2019-01-10 02:00:00,0,0,0,2.2,1025.6,82.0,0.0
2019-01-10 03:00:00,0,0,0,2.1,1025.1,82.4,0.0
2019-01-10 04:00:00,0,0,0,2.1,1024.7,83.4,0.0
2019-01-10 05:00:00,0,0,0,2.2,1024.5,83.4,0.0
2019-01-10 06:00:00,0,0,0,2.2,1024.9,83.6,0.0
2019-01-10 07:00:00,0,0,0,1.9,1024.9,84.4,0.0
2019-01-10 08:00:00,36,0,26,1.7,1025.1,84.6,3.33
2019-01-10 09:00:00,125,0,91,2.2,1025.9,84.2,13.54
2019-01-10 10:00:00,71,0,52,2.9,1026.0,85.1,8.07
2019-01-10 11:00:00,121,0,90,3.4,1025.4,86.7,14.74
2019-01-10 12:00:00,94,0,71,3.5,1024.3,87.1,9.14
2019-01-10 13:00:00,128,0,97,3.8,1023.2,86.9,12.24
2019-01-10 14:00:00,207,0,149,4.7,1022.1,86.2,22.47
2019-01-10 15:00:00,111,0,83,5.2,1021.5,85.4,10.97
2019-01-10 16:00:00,36,0,26,5.3,1021.8,84.8,5.07
2019-01-10 17:00:00,5,0,4,5.0,1022.4,85.7,0.14
2019-01-10 18:00:00,0,0,0,4.2,1022.6,86.6,0.0
2019-01-10 19:00:00,0,0,0,3.3,1023.0,87.4,0.0
2019-01-10 20:00:00,0,0,0,3.1,1023.7,86.4,0.0
2019-01-10 21:00:00,0,0,0,2.7,1023.5,84.7,0.0
2019-01-10 22:00:00,0,0,0,2.9,1024.0,83.6,0.0
2019-01-10 23:00:00,0,0,0,2.7,1024.6,82.4,0.0
2019-01-11 00:00:00,0,0,0,2.5,1024.1,81.8,0.0
2019-01-11 01:00:00,0,0,0,2.5,1023.6,80.6,0.0
2019-01-11 02:00:00,0,0,0,2.6,1023.4,79.9,0.0
2019-01-11 03:00:00,0,0,0,2.6,1022.8,80.8,0.0
2019-01-11 04:00:00,0,0,0,2.4,1021.5,82.1,0.0
2019-01-11 05:00:00,0,0,0,2.5,1022.1,82.3,0.0
2019-01-11 06:00:00,0,0,0,2.5,1022.0,82.9,0.0
2019-01-11 07:00:00,0,0,0,2.5,1022.4,82.4,0.0
2019-01-11 08:00:00,17,0,13,2.3,1022.9,81.3,1.17
2019-01-11 09:00:00,33,0,25,2.3,1023.0,81.1,3.1
2019-01-11 10:00:00,36,0,27,2.9,1023.9,81.1,3.42
2019-01-11 11:00:00,100,0,72,3.1,1023.3,82.2,12.38
2019-01-11 12:00:00,77,0,58,3.7,1022.0,83.4,8.63
2019-01-11 13:00:00,101,0,72,4.1,1020.9,85.2,10.24
2019-01-11 14:00:00,50,0,36,4.1,1020.4,86.8,5.16
2019-01-11 15:00:00,32,0,24,4.2,1020.4,86.8,3.09
2019-01-11 16:00:00,22,0,17,4.2,1020.7,86.9,1.49
2019-01-11 17:00:00,9,0,7,4.4,1021.1,87.1,0.43
2019-01-11 18:00:00,0,0,0,4.1,1021.3,87.0,0.0
2019-01-11 19:00:00,0,0,0,4.4,1021.9,87.0,0.0
2019-01-11 20:00:00,0,0,0,4.1,1022.3,86.3,0.0
2019-01-11 21:00:00,0,0,0,3.7,1022.5,83.5,0.0
2019-01-11 22:00:00,0,0,0,3.3,1022.6,82.6,0.0
2019-01-11 23:00:00,0,0,0,2.5,1023.1,81.2,0.0
2019-01-12 00:00:00,0,0,0,2.4,1023.3,80.0,0.0
2019-01-12 01:00:00,0,0,0,2.4,1023.1,79.8,0.0
2019-01-12 02:00:00,0,0,0,2.9,1022.7,80.2,0.0
2019-01-12 03:00:00,0,0,0,3.2,1022.8,86.6,0.0
2019-01-12 04:00:00,0,0,0,3.5,1023.1,86.7,0.0
2019-01-12 05:00:00,0,0,0,3.2,1023.2,87.3,0.0
2019-01-12 06:00:00,0,0,0,2.5,1022.8,86.8,0.0
2019-01-12 07:00:00,0,0,0,2.6,1022.8,86.0,0.0
2019-01-12 08:00:00,41,0,30,3.1,1024.4,87.2,3.95
2019-01-12 09:00:00,62,0,46,3.3,1024.4,85.8,6.69
2019-01-12 10:00:00,94,0,70,3.5,1024.7,84.4,10.77
2019-01-12 11:00:00,181,0,132,3.8,1024.4,83.4,20.58
2019-01-12 12:00:00,209,0,151,4.5,1023.4,82.5,28.75
2019-01-12 13:00:00,530,0,367,5.7,1021.8,78.1,52.49
2019-01-12 14:00:00,551,0,411,7.0,1020.9,73.4,59.96
2019-01-12 15:00:00,258,0,186,6.7,1021.6,76.5,29.87
2019-01-12 16:00:00,168,0,119,7.1,1021.3,74.5,15.23
2019-01-12 17:00:00,29,0,22,6.6,1021.4,75.3,2.43
2019-01-12 18:00:00,0,0,0,6.2,1021.9,78.8,0.0
2019-01-12 19:00:00,0,0,0,5.4,1022.4,82.9,0.0
2019-01-12 20:00:00,0,0,0,4.8,1022.9,85.6,0.0
2019-01-12 21:00:00,0,0,0,4.4,1023.4,86.1,0.0
2019-01-12 22:00:00,0,0,0,3.3,1023.8,87.1,0.0
2019-01-12 23:00:00,0,0,0,3.5,1024.1,86.7,0.0
2019-01-13 00:00:00,0,0,0,3.3,1024.5,85.5,0.0
2019-01-13 01:00:00,0,0,0,3.4,1024.3,84.7,0.0
2019-01-13 02:00:00,0,0,0,3.7,1024.0,84.2,0.0
2019-01-13 03:00:00,0,0,0,4.1,1023.7,84.0,0.0
2019-01-13 04:00:00,0,0,0,4.1,1023.3,84.3,0.0
2019-01-13 05:00:00,0,0,0,3.8,1023.4,83.8,0.0
2019-01-13 06:00:00,0,0,0,2.9,1023.9,82.8,0.0
2019-01-13 07:00:00,0,0,0,1.9,1024.7,82.4,0.0
2019-01-13 08:00:00,43,0,29,0.1,1025.3,82.5,4.17
2019-01-13 09:00:00,164,0,111,1.6,1025.3,80.3,17.28
2019-01-13 10:00:00,285,0,197,3.1,1025.3,78.8,23.42
2019-01-13 11:00:00,556,0,393,4.4,1024.2,77.2,57.3
2019-01-13 12:00:00,663,0,491,7.5,1022.5,85.2,70.17
2019-01-13 13:00:00,655,0,488,9.4,1021.5,72.0,70.15
2019-01-13 14:00:00,572,0,435,10.3,1020.6,65.5,63.01
2019-01-13 15:00:00,469,0,344,11.7,1020.4,55.7,49.1
2019-01-13 16:00:00,266,0,181,12.4,1020.2,49.4,26.86
2019-01-13 17:00:00,50,0,33,11.2,1020.3,58.6,3.73
2019-01-13 18:00:00,0,0,0,9.7,1020.6,70.3,0.0
2019-01-13 19:00:00,0,0,0,7.8,1020.8,79.7,0.0
2019-01-13 20:00:00,0,0,0,6.7,1021.3,81.4,0.0
2019-01-13 21:00:00,0,0,0,5.6,1022.1,85.1,0.0
2019-01-13 22:00:00,0,0,0,5.7,1022.9,84.8,0.0
2019-01-13 23:00:00,0,0,0,5.2,1023.0,85.8,0.0
2019-01-14 00:00:00,0,0,0,5.0,1022.6,86.2,0.0
2019-01-14 01:00:00,0,0,0,5.1,1022.4,86.1,0.0
2019-01-14 02:00:00,0,0,0,5.1,1022.6,86.3,0.0
2019-01-14 03:00:00,0,0,0,4.7,1022.1,86.1,0.0
2019-01-14 04:00:00,0,0,0,4.4,1021.4,86.1,0.0
2019-01-14 05:00:00,0,0,0,4.6,1021.4,86.4,0.0
2019-01-14 06:00:00,0,0,0,4.2,1020.8,86.0,0.0
2019-01-14 07:00:00,0,0,0,4.5,1021.0,86.1,0.0
2019-01-14 08:00:00,53,0,35,4.0,1021.5,86.5,4.74
2019-01-14 09:00:00,48,0,35,4.7,1022.1,86.3,4.83
2019-01-14 10:00:00,145,0,107,5.4,1022.1,85.9,15.21
2019-01-14 11:00:00,125,0,95,5.9,1022.0,83.7,13.02
2019-01-14 12:00:00,102,0,76,6.4,1020.8,82.6,10.71
2019-01-14 13:00:00,64,0,47,6.4,1019.9,83.5,7.29
2019-01-14 14:00:00,66,0,50,6.8,1019.4,85.2,7.03
2019-01-14 15:00:00,38,0,28,6.1,1019.8,86.3,3.9
2019-01-14 16:00:00,23,0,17,5.9,1020.5,85.0,2.04
2019-01-14 17:00:00,4,0,3,5.2,1021.0,84.9,0.06
2019-01-14 18:00:00,0,0,0,5.0,1021.4,84.1,0.0
2019-01-14 19:00:00,0,0,0,4.9,1022.3,82.6,0.0
2019-01-14 20:00:00,0,0,0,4.7,1022.5,81.8,0.0
2019-01-14 21:00:00,0,0,0,4.7,1023.3,82.6,0.0
2019-01-14 22:00:00,0,0,0,4.7,1024.0,83.0,0.0
2019-01-14 23:00:00,0,0,0,4.5,1024.2,84.1,0.0
2019-01-15 00:00:00,0,0,0,4.4,1023.9,84.2,0.0
2019-01-15 01:00:00,0,0,0,4.5,1023.8,84.3,0.0
2019-01-15 02:00:00,0,0,0,4.4,1023.9,84.7,0.0
2019-01-15 03:00:00,0,0,0,4.3,1024.1,85.1,0.0
2019-01-15 04:00:00,0,0,0,3.7,1024.0,84.7,0.0
2019-01-15 05:00:00,0,0,0,3.2,1023.5,83.7,0.0
2019-01-15 06:00:00,0,0,0,3.2,1024.3,83.0,0.0
2019-01-15 07:00:00,0,0,0,3.8,1025.3,85.5,0.0
2019-01-15 08:00:00,10,0,8,4.1,1025.7,85.6,0.58
2019-01-15 09:00:00,49,0,36,4.8,1026.3,81.6,4.88
2019-01-15 10:00:00,59,0,45,5.2,1027.5,78.0,5.82
2019-01-15 11:00:00,51,0,38,5.3,1028.0,78.4,5.73
2019-01-15 12:00:00,56,0,42,4.7,1027.9,82.6,6.14
2019-01-15 13:00:00,63,0,47,3.9,1027.5,84.7,6.59
2019-01-15 14:00:00,39,0,29,3.6,1027.5,85.8,4.34
2019-01-15 15:00:00,23,0,17,3.1,1028.1,85.4,1.88
2019-01-15 16:00:00,26,0,19,3.1,1028.5,83.8,2.36
2019-01-15 17:00:00,5,0,5,3.7,1028.6,76.2,0.11
2019-01-15 18:00:00,0,0,0,3.8,1029.0,76.8,0.0
2019-01-15 19:00:00,0,0,0,3.7,1029.5,76.1,0.0
2019-01-15 20:00:00,0,0,0,3.8,1029.8,70.6,0.0
2019-01-15 21:00:00,0,0,0,3.4,1030.4,60.7,0.0
2019-01-15 22:00:00,0,0,0,3.0,1030.8,55.8,0.0
2019-01-15 23:00:00,0,0,0,2.4,1031.0,54.2,0.0
2019-01-16 00:00:00,0,0,0,2.2,1031.1,53.5,0.0
2019-01-16 01:00:00,0,0,0,1.2,1030.7,58.0,0.0
2019-01-16 02:00:00,0,0,0,0.8,1030.7,57.6,0.0
2019-01-16 03:00:00,0,0,0,0.0,1030.0,59.9,0.0
2019-01-16 04:00:00,0,0,0,-0.3,1029.4,59.8,0.0
2019-01-16 05:00:00,0,0,0,-0.7,1028.8,59.6,0.0
2019-01-16 06:00:00,0,0,0,-1.2,1029.1,61.1,0.0
2019-01-16 07:00:00,0,0,0,-1.5,1030.0,64.9,0.0
2019-01-16 08:00:00,54,0,36,-1.7,1030.3,64.6,5.0
2019-01-16 09:00:00,262,0,171,-0.9,1029.5,60.1,28.63
2019-01-16 10:00:00,244,0,168,0.1,1029.8,58.2,28.12
2019-01-16 11:00:00,486,0,351,1.5,1029.1,54.7,51.21
2019-01-16 12:00:00,246,0,174,2.5,1027.6,51.4,25.69
2019-01-16 13:00:00,320,0,231,3.9,1026.0,47.9,33.13
2019-01-16 14:00:00,482,0,358,4.4,1025.6,50.6,57.46
2019-01-16 15:00:00,442,0,327,5.7,1025.3,45.2,47.37
2019-01-16 16:00:00,251,0,174,6.2,1024.8,43.5,26.34
2019-01-16 17:00:00,66,0,43,5.4,1024.8,48.7,5.24
2019-01-16 18:00:00,0,0,0,3.9,1025.6,61.2,0.0
2019-01-16 19:00:00,0,0,0,2.9,1026.4,66.9,0.0
2019-01-16 20:00:00,0,0,0,0.9,1027.1,74.9,0.0
2019-01-16 21:00:00,0,0,0,-0.1,1027.5,83.5,0.0
2019-01-16 22:00:00,0,0,0,-0.5,1027.6,85.8,0.0
