date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-01-04 08:00:00,0.0,0.0,0.0,10.406667,835.9133,57.2,0.0
2019-01-04 09:00:00,318.73334,8.2,106.73333,11.3,836.72,55.88,5.116667
2019-01-04 10:00:00,636.4667,639.6,81.86667,12.78,837.49335,52.533333,14.656667
2019-01-04 11:00:00,844.13336,905.73334,84.933334,13.986667,838.0133,48.1,21.709333
2019-01-04 12:00:00,1010.93335,935.13336,105.8,15.3,837.64667,43.02,25.995333
2019-01-04 13:00:00,1078.9333,924.93335,113.13333,16.453333,836.5333,34.866665,27.949333
2019-01-04 14:00:00,1081.0,903.4,109.53333,17.366667,835.24664,32.906666,27.155333
2019-01-04 15:00:00,971.93335,909.13336,99.73333,18.113333,833.98,30.353333,24.799334
2019-01-04 16:00:00,718.2,796.5333,70.2,18.66,833.32666,27.06,18.552
2019-01-04 17:00:00,536.2,18.8,250.06667,19.193333,832.8467,24.653334,12.246667
2019-01-04 18:00:00,231.33333,5.266667,76.8,18.413334,832.4667,23.106667,4.259333
2019-01-04 19:00:00,0.0,0.0,0.0,17.18,832.56665,21.433332,0.0
2019-01-04 20:00:00,0.0,0.0,0.0,16.6,833.18665,21.386667,0.0
2019-01-04 21:00:00,0.0,0.0,0.0,16.073334,833.88,24.806667,0.0
2019-01-04 22:00:00,0.0,0.0,0.0,15.553333,834.5933,30.4,0.0
2019-01-04 23:00:00,0.0,0.0,0.0,14.78,835.5933,35.506668,0.0
2019-01-05 00:00:00,0.0,0.0,0.0,14.393333,835.9867,36.44,0.0
2019-01-05 01:00:00,0.0,0.0,0.0,13.953333,836.17334,37.873333,0.0
2019-01-05 02:00:00,0.0,0.0,0.0,13.54,836.49335,38.553333,0.0
2019-01-05 03:00:00,0.0,0.0,0.0,12.586667,836.78,41.2,0.0
2019-01-05 04:00:00,0.0,0.0,0.0,12.04,836.6533,40.3,0.0
2019-01-05 05:00:00,0.0,0.0,0.0,12.346666,836.38,39.553333,0.0
2019-01-05 06:00:00,0.0,0.0,0.0,9.88,836.54,49.406666,0.0
2019-01-05 07:00:00,0.0,0.0,0.0,11.133333,837.4067,41.26,0.0
2019-01-05 08:00:00,0.0,0.0,0.0,10.026667,837.9867,43.573334,0.0
2019-01-05 09:00:00,342.2,5.4666667,111.8,13.16,838.5,34.86,5.4053335
2019-01-05 10:00:00,670.4,758.8,49.933334,14.56,839.06,32.6,15.134666
2019-01-05 11:00:00,885.13336,947.6667,89.0,16.28,839.32,23.62,21.983334
2019-01-05 12:00:00,1053.8667,972.86664,110.26667,14.326667,839.24,32.146667,26.078667
2019-01-05 13:00:00,1106.3334,948.6,116.46667,16.133333,838.46,24.18,27.928
2019-01-05 14:00:00,1139.6,950.4,115.73333,17.893333,837.00665,18.786667,27.636
2019-01-05 15:00:00,1050.2,981.6,108.066666,19.473333,836.0733,11.9,25.705334
2019-01-05 16:00:00,831.06665,917.2,81.4,21.32,835.1067,8.953333,20.403334
2019-01-05 17:00:00,598.26666,151.93333,224.53334,20.253334,834.4133,11.113334,13.138667
2019-01-05 18:00:00,157.53334,2.5333333,52.8,18.206667,834.1067,15.486667,2.6286666
2019-01-05 19:00:00,0.0,0.0,0.0,16.006666,834.6,20.0,0.0
2019-01-05 20:00:00,0.0,0.0,0.0,15.966666,834.9867,21.973333,0.0
2019-01-05 21:00:00,0.0,0.0,0.0,15.166667,835.88,26.966667,0.0
2019-01-05 22:00:00,0.0,0.0,0.0,15.573334,836.5333,30.126667,0.0
2019-01-05 23:00:00,0.0,0.0,0.0,15.226666,837.08,39.48,0.0
2019-01-06 00:00:00,0.0,0.0,0.0,14.606667,836.81335,45.893333,0.0
2019-01-06 01:00:00,0.0,0.0,0.0,14.213333,836.6,45.18667,0.0
2019-01-06 02:00:00,0.0,0.0,0.0,13.486667,836.5133,47.833332,0.0
2019-01-06 03:00:00,0.0,0.0,0.0,12.913333,836.32,50.553333,0.0
2019-01-06 04:00:00,0.0,0.0,0.0,12.84,836.00665,49.893333,0.0
2019-01-06 05:00:00,0.0,0.0,0.0,11.473333,835.7,54.253334,0.0
2019-01-06 06:00:00,0.0,0.0,0.0,11.006667,835.7,54.82,0.0
2019-01-06 07:00:00,0.0,0.0,0.0,10.233334,836.00665,57.486668,0.0
2019-01-06 08:00:00,0.0,0.0,0.0,10.6866665,836.54,55.713333,0.0
2019-01-06 09:00:00,333.46667,7.3333335,110.4,11.32,837.06665,54.886665,5.352
2019-01-06 10:00:00,634.13336,632.73334,81.13333,12.626667,837.42,49.853333,14.4
2019-01-06 11:00:00,837.5333,900.6667,84.53333,13.646667,837.9867,48.453335,21.168667
2019-01-06 12:00:00,1002.73334,928.5333,105.26667,15.14,837.20667,44.5,25.27
2019-01-06 13:00:00,1063.5333,912.06665,112.333336,16.3,835.9667,40.373333,27.085333
2019-01-06 14:00:00,1090.2667,910.4667,111.13333,18.133333,834.6667,33.86,26.758
2019-01-06 15:00:00,982.06665,917.5333,101.26667,19.78,833.49335,30.1,24.400667
2019-01-06 16:00:00,749.73334,833.2,74.333336,20.753334,832.88,26.013334,18.783333
2019-01-06 17:00:00,493.06668,26.666666,238.33333,21.426666,832.44666,22.92,10.975333
2019-01-06 18:00:00,151.6,9.866667,57.133335,20.846666,832.0933,22.533333,2.8286667
2019-01-06 19:00:00,0.0,0.0,0.0,19.033333,832.0867,24.853333,0.0
2019-01-06 20:00:00,0.0,0.0,0.0,17.313334,832.74,31.766666,0.0
2019-01-06 21:00:00,0.0,0.0,0.0,17.633333,833.50665,27.74,0.0
2019-01-06 22:00:00,0.0,0.0,0.0,17.066668,833.92,27.453333,0.0
2019-01-06 23:00:00,0.0,0.0,0.0,17.3,834.37335,23.393333,0.0
2019-01-07 00:00:00,0.0,0.0,0.0,16.773333,834.5867,24.42,0.0
2019-01-07 01:00:00,0.0,0.0,0.0,15.74,834.70667,28.84,0.0
2019-01-07 02:00:00,0.0,0.0,0.0,15.68,835.02,31.253334,0.0
2019-01-07 03:00:00,0.0,0.0,0.0,15.106667,835.1,35.366665,0.0
2019-01-07 04:00:00,0.0,0.0,0.0,14.086667,835.23334,40.133335,0.0
2019-01-07 05:00:00,0.0,0.0,0.0,13.206667,834.9,43.113335,0.0
2019-01-07 06:00:00,0.0,0.0,0.0,11.873333,834.9733,46.7,0.0
2019-01-07 07:00:00,0.0,0.0,0.0,11.853333,835.32666,44.333332,0.0
2019-01-07 08:00:00,0.0,0.0,0.0,11.02,835.99335,45.933334,0.0
2019-01-07 09:00:00,325.4,5.6,109.066666,13.713333,836.5,41.146667,5.168
2019-01-07 10:00:00,639.73334,685.5333,65.066666,14.653334,836.86,43.333332,14.425333
2019-01-07 11:00:00,835.13336,899.3333,84.53333,15.613334,837.08,42.453335,21.000668
2019-01-07 12:00:00,1008.4,933.0,106.2,16.833334,836.5867,40.693333,25.159334
2019-01-07 13:00:00,1074.4667,920.73334,113.6,18.66,835.4667,36.06,27.18
2019-01-07 14:00:00,1083.5333,902.3333,110.333336,19.826666,833.82,29.106667,26.422667
2019-01-07 15:00:00,1008.6,932.86664,103.333336,21.393333,832.6,24.74,24.750668
2019-01-07 16:00:00,789.5333,872.0,76.8,22.56,831.68665,20.72,19.532667
2019-01-07 17:00:00,524.93335,22.2,252.6,22.473333,831.32,20.96,11.608666
2019-01-07 18:00:00,176.6,1.9333333,62.666668,21.886667,831.29333,23.973333,3.2146666
2019-01-07 19:00:00,0.0,0.0,0.0,19.266666,831.5,26.026667,0.0
2019-01-07 20:00:00,0.0,0.0,0.0,18.426666,832.0,24.013334,0.0
2019-01-07 21:00:00,0.0,0.0,0.0,19.193333,832.25336,20.493334,0.0
2019-01-07 22:00:00,0.0,0.0,0.0,18.446667,832.64667,23.96,0.0
2019-01-07 23:00:00,0.0,0.0,0.0,18.446667,832.85333,26.086666,0.0
2019-01-08 00:00:00,0.0,0.0,0.0,18.126667,832.74664,29.626667,0.0
2019-01-08 01:00:00,0.0,0.0,0.0,17.5,832.8,33.466667,0.0
2019-01-08 02:00:00,0.0,0.0,0.0,16.733334,832.6533,40.886665,0.0
2019-01-08 03:00:00,0.0,0.0,0.0,16.54,831.94,42.88,0.0
2019-01-08 04:00:00,0.0,0.0,0.0,16.546667,831.49335,39.673332,0.0
2019-01-08 05:00:00,0.0,0.0,0.0,16.246666,831.99335,41.533333,0.0
2019-01-08 06:00:00,0.0,0.0,0.0,15.886666,832.04,45.02,0.0
2019-01-08 07:00:00,0.0,0.0,0.0,14.726666,833.0933,53.853333,0.0
2019-01-08 08:00:00,0.0,0.0,0.0,13.66,833.74,62.34,0.0
2019-01-08 09:00:00,23.066668,5.6,18.733334,11.226666,834.24664,80.9,0.794
2019-01-08 10:00:00,44.666668,14.733334,36.666668,12.773334,834.9,67.62666,1.52
2019-01-08 11:00:00,115.2,49.6,99.53333,13.613334,835.44666,62.97333,3.9126666
2019-01-08 12:00:00,144.4,52.666668,122.8,13.006667,835.1067,66.666664,4.944667
2019-01-08 13:00:00,177.0,58.866665,152.06667,13.626667,833.66,61.926666,6.075333
2019-01-08 14:00:00,216.4,70.73333,186.6,13.346666,832.38666,65.64667,7.2113333
2019-01-08 15:00:00,113.26667,38.0,94.26667,13.013333,831.81335,64.13333,3.9986668
2019-01-08 16:00:00,89.933334,41.733334,71.8,13.026667,831.4067,66.02,2.904
2019-01-08 17:00:00,50.933334,24.733334,39.266666,12.766666,831.44666,71.92,1.7026666
2019-01-08 18:00:00,17.266666,4.6666665,12.133333,12.393333,831.31335,71.526665,0.524
2019-01-08 19:00:00,0.0,0.0,0.0,12.273334,831.9667,69.82667,0.0
2019-01-08 20:00:00,0.0,0.0,0.0,11.82,832.34,72.76,0.0
2019-01-08 21:00:00,0.0,0.0,0.0,12.173333,832.44,70.64667,0.0
2019-01-08 22:00:00,0.0,0.0,0.0,12.046667,832.7,70.96667,0.0
2019-01-08 23:00:00,0.0,0.0,0.0,12.066667,833.14667,70.41333,0.0
2019-01-09 00:00:00,0.0,0.0,0.0,12.006667,833.25336,69.96,0.0
2019-01-09 01:00:00,0.0,0.0,0.0,11.826667,832.88666,70.09333,0.0
2019-01-09 02:00:00,0.0,0.0,0.0,11.48,832.94666,71.07333,0.0
2019-01-09 03:00:00,0.0,0.0,0.0,11.093333,832.5,71.793335,0.0
2019-01-09 04:00:00,0.0,0.0,0.0,10.806666,832.3,73.07333,0.0
2019-01-09 05:00:00,0.0,0.0,0.0,10.8,832.55334,73.40667,0.0
2019-01-09 06:00:00,0.0,0.0,0.0,10.393333,832.5,73.526665,0.0
2019-01-09 07:00:00,0.0,0.0,0.0,10.466666,833.0933,73.37334,0.0
2019-01-09 08:00:00,0.0,0.0,0.0,10.153334,834.0,74.46,0.0
2019-01-09 09:00:00,336.4,7.866667,112.666664,11.22,834.3,70.36667,5.398
2019-01-09 10:00:00,645.6,643.6667,81.933334,12.166667,834.94666,66.68667,14.707334
2019-01-09 11:00:00,842.4,912.4,85.8,14.166667,835.0,56.406666,21.931334
2019-01-09 12:00:00,1044.8,968.2,109.2,15.266666,834.6,51.826668,25.507334
2019-01-09 13:00:00,1072.8667,928.93335,129.86667,16.746666,833.4533,45.193333,27.100666
2019-01-09 14:00:00,1128.0667,947.26666,125.53333,17.666666,831.9533,40.966667,26.424667
2019-01-09 15:00:00,1022.13336,944.06665,105.26667,18.366667,830.7,37.773335,25.843334
2019-01-09 16:00:00,846.0,928.5333,84.0,18.786667,830.25336,36.62,21.794
2019-01-09 17:00:00,234.4,178.26666,76.666664,17.493334,830.2,37.52667,6.402
2019-01-09 18:00:00,162.06667,1.4666667,60.666668,17.38,830.05334,37.406666,3.3613334
2019-01-09 19:00:00,0.0,0.0,0.0,16.28,830.3933,38.533333,0.0
2019-01-09 20:00:00,0.0,0.0,0.0,15.746667,831.0467,40.593334,0.0
2019-01-09 21:00:00,0.0,0.0,0.0,15.206667,831.8933,43.413334,0.0
2019-01-09 22:00:00,0.0,0.0,0.0,14.52,832.25336,45.426666,0.0
2019-01-09 23:00:00,0.0,0.0,0.0,14.133333,832.70667,47.386665,0.0
2019-01-10 00:00:00,0.0,0.0,0.0,13.713333,832.85333,51.193333,0.0
2019-01-10 01:00:00,0.0,0.0,0.0,13.506667,832.8,51.646667,0.0
2019-01-10 02:00:00,0.0,0.0,0.0,12.906667,832.76666,56.373333,0.0
2019-01-10 03:00:00,0.0,0.0,0.0,12.64,832.74,60.753334,0.0
2019-01-10 04:00:00,0.0,0.0,0.0,11.353333,832.7,68.68,0.0
2019-01-10 05:00:00,0.0,0.0,0.0,11.106667,832.4533,66.52,0.0
2019-01-10 06:00:00,0.0,0.0,0.0,11.033334,832.2,65.3,0.0
2019-01-10 07:00:00,0.0,0.0,0.0,10.986667,832.5467,63.826668,0.0
2019-01-10 08:00:00,0.0,0.0,0.0,10.646667,833.1,64.8,0.0
2019-01-10 09:00:00,315.8,8.8,106.13333,11.74,833.64667,60.293335,5.188
2019-01-10 10:00:00,275.73334,170.93333,81.933334,12.773334,834.0,57.18667,6.6806664
2019-01-10 11:00:00,834.3333,904.0,85.26667,14.333333,834.29333,53.413334,21.656
2019-01-10 12:00:00,1006.6667,927.4667,105.86667,15.62,833.61334,47.58,25.831333
2019-01-10 13:00:00,936.6667,754.73334,134.2,17.326666,832.50665,40.286667,26.294666
2019-01-10 14:00:00,852.5333,699.3333,126.666664,18.066668,831.06,36.4,20.769333
2019-01-10 15:00:00,932.5333,870.6667,109.8,18.52,830.05334,33.533333,22.486666
2019-01-10 16:00:00,804.73334,926.86664,86.13333,19.653334,829.5,28.526667,19.425333
2019-01-10 17:00:00,389.73334,324.93332,123.0,18.933332,829.3,27.92,9.606667
2019-01-10 18:00:00,255.06667,32.4,102.2,18.646667,829.44666,25.58,5.026
2019-01-10 19:00:00,0.0,0.0,0.0,16.713333,830.04,24.666666,0.0
2019-01-10 20:00:00,0.0,0.0,0.0,16.2,830.8467,26.586666,0.0
2019-01-10 21:00:00,0.0,0.0,0.0,15.566667,831.3467,29.486666,0.0
2019-01-10 22:00:00,0.0,0.0,0.0,15.033334,831.5,33.493332,0.0
2019-01-10 23:00:00,0.0,0.0,0.0,14.32,832.5,36.44,0.0
2019-01-11 00:00:00,0.0,0.0,0.0,13.94,832.94666,37.84,0.0
2019-01-11 01:00:00,0.0,0.0,0.0,13.466666,833.2,38.393333,0.0
2019-01-11 02:00:00,0.0,0.0,0.0,12.926666,833.69336,39.206665,0.0
2019-01-11 03:00:00,0.0,0.0,0.0,12.953333,833.76,37.72,0.0
2019-01-11 04:00:00,0.0,0.0,0.0,12.246667,833.7,38.74,0.0
2019-01-11 05:00:00,0.0,0.0,0.0,11.946667,833.75336,38.693333,0.0
2019-01-11 06:00:00,0.0,0.0,0.0,11.56,833.64667,38.806667,0.0
2019-01-11 07:00:00,0.0,0.0,0.0,11.08,834.44666,38.62,0.0
2019-01-11 08:00:00,0.0,0.0,0.0,11.106667,835.0467,34.593334,0.0
2019-01-11 09:00:00,310.06668,6.9333334,105.6,11.833333,835.94666,37.033333,5.1666665
2019-01-11 10:00:00,641.0,592.8,98.066666,13.926666,836.19336,32.18667,14.78
2019-01-11 11:00:00,844.13336,912.4667,86.2,13.9,836.64667,34.986668,21.627333
2019-01-11 12:00:00,1018.93335,939.86664,107.666664,14.733334,836.20667,34.46,25.886
2019-01-11 13:00:00,1074.9333,916.2,113.8,16.233334,835.2133,25.88,27.656
2019-01-11 14:00:00,1088.2,901.5333,111.46667,17.446667,833.9533,23.886667,27.190666
2019-01-11 15:00:00,990.2,912.2,102.666664,18.9,832.9067,21.846666,25.036667
2019-01-11 16:00:00,805.4,886.13336,81.066666,18.613333,832.25336,22.193333,20.639334
2019-01-11 17:00:00,508.46667,32.466667,252.13333,18.806667,831.9067,21.92,11.948
2019-01-11 18:00:00,239.26666,0.0,82.4,18.453333,832.0,23.4,4.5526667
2019-01-11 19:00:00,0.0,0.0,0.0,15.613334,832.3,29.28,0.0
2019-01-11 20:00:00,0.0,0.0,0.0,15.293333,832.4533,29.106667,0.0
2019-01-11 21:00:00,0.0,0.0,0.0,14.673333,833.0,29.52,0.0
2019-01-11 22:00:00,0.0,0.0,0.0,13.12,833.0,33.906666,0.0
2019-01-11 23:00:00,0.0,0.0,0.0,12.6,833.2,36.146667,0.0
2019-01-12 00:00:00,0.0,0.0,0.0,13.866667,833.55334,34.913334,0.0
2019-01-12 01:00:00,0.0,0.0,0.0,13.286667,833.55334,38.606667,0.0
2019-01-12 02:00:00,0.0,0.0,0.0,13.32,833.4533,42.773335,0.0
2019-01-12 03:00:00,0.0,0.0,0.0,12.92,833.4,45.746666,0.0
2019-01-12 04:00:00,0.0,0.0,0.0,12.44,833.24664,49.486668,0.0
2019-01-12 05:00:00,0.0,0.0,0.0,11.82,833.25336,53.993332,0.0
2019-01-12 06:00:00,0.0,0.0,0.0,11.706667,833.4,54.553333,0.0
2019-01-12 07:00:00,0.0,0.0,0.0,11.38,833.6,57.246666,0.0
2019-01-12 08:00:00,0.0,0.0,0.0,10.78,834.19336,58.533333,0.0
2019-01-12 09:00:00,319.2,7.866667,108.8,11.64,835.14667,56.3,5.236
2019-01-12 10:00:00,643.3333,596.93335,99.0,12.54,835.5,53.066666,14.809334
2019-01-12 11:00:00,850.2,922.0,87.333336,14.12,835.6,48.92,21.824667
2019-01-12 12:00:00,1029.0,949.26666,108.933334,15.333333,834.94666,43.246666,26.402
2019-01-12 13:00:00,1089.7333,928.26666,115.86667,17.22,834.05334,31.713333,28.184
2019-01-12 14:00:00,1100.5333,910.06665,113.066666,18.013334,832.6067,31.9,27.497334
2019-01-12 15:00:00,992.73334,914.2,103.13333,19.213333,831.46,29.16,25.316668
2019-01-12 16:00:00,807.4,885.8,81.6,20.186666,831.06665,25.966667,20.742
2019-01-12 17:00:00,582.3333,165.0,231.33333,20.92,830.81335,23.78,13.539333
2019-01-12 18:00:00,260.46667,0.0,88.933334,20.286667,830.82666,23.6,4.9313335
2019-01-12 19:00:00,0.0,0.0,0.0,18.38,831.0867,24.686666,0.0
2019-01-12 20:00:00,0.0,0.0,0.0,17.886667,831.64667,20.846666,0.0
2019-01-12 21:00:00,0.0,0.0,0.0,17.786667,832.0933,18.3,0.0
2019-01-12 22:00:00,0.0,0.0,0.0,17.46,832.36664,18.873333,0.0
2019-01-12 23:00:00,0.0,0.0,0.0,16.873333,832.5,20.786667,0.0
2019-01-13 00:00:00,0.0,0.0,0.0,16.04,832.93335,25.413334,0.0
2019-01-13 01:00:00,0.0,0.0,0.0,15.34,833.1533,30.14,0.0
2019-01-13 02:00:00,0.0,0.0,0.0,14.606667,833.2,33.333332,0.0
2019-01-13 03:00:00,0.0,0.0,0.0,13.993333,833.36664,36.746666,0.0
2019-01-13 04:00:00,0.0,0.0,0.0,13.14,833.36664,39.513332,0.0
2019-01-13 05:00:00,0.0,0.0,0.0,12.653334,833.0,40.96,0.0
2019-01-13 06:00:00,0.0,0.0,0.0,11.166667,833.32666,46.02,0.0
2019-01-13 07:00:00,0.0,0.0,0.0,11.8133335,833.55334,44.34,0.0
2019-01-13 08:00:00,0.0,0.0,0.0,11.413333,833.98,45.693333,0.0
2019-01-13 09:00:00,318.53333,6.0666666,108.6,12.433333,834.62665,43.786667,5.1913333
2019-01-13 10:00:00,651.4,700.0,66.26667,13.3133335,834.49335,41.646667,14.902667
2019-01-13 11:00:00,846.2,919.3333,87.26667,14.326667,834.7867,40.74,21.650667
2019-01-13 12:00:00,1023.5333,943.0,108.46667,15.3133335,834.16,38.12,26.032
2019-01-13 13:00:00,1083.8,921.93335,115.333336,17.393333,832.9867,30.493334,27.972666
2019-01-13 14:00:00,1120.1333,923.8,115.13333,18.906666,831.56,27.526667,27.736
2019-01-13 15:00:00,1020.5333,935.13336,106.066666,20.246666,830.35333,20.566668,25.768667
2019-01-13 16:00:00,847.0,923.4667,85.333336,21.106667,829.6533,20.98,21.652666
2019-01-13 17:00:00,574.8,264.73334,193.2,21.96,829.16,18.353333,13.338667
2019-01-13 18:00:00,300.0,0.0,98.2,21.813334,828.80664,17.006666,5.69
2019-01-13 19:00:00,0.0,0.0,0.0,20.18,828.99335,17.233334,0.0
2019-01-13 20:00:00,0.0,0.0,0.0,19.753334,829.4667,16.446667,0.0
2019-01-13 21:00:00,0.0,0.0,0.0,19.426666,830.0467,17.366667,0.0
2019-01-13 22:00:00,0.0,0.0,0.0,18.38,830.5,20.053333,0.0
