date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Power (MW)
2019-01-02 12:00:00,731,43,287,-10.8,923.4,32.2712
2019-01-02 13:00:00,846,28,373,-10.5,923.5,37.399933
2019-01-02 14:00:00,871,19,414,-9.4,922.5,38.1982
2019-01-02 15:00:00,739,15,307,-8.0,922.0,34.244267
2019-01-02 16:00:00,619,14,206,-7.1,922.2,27.202799
2019-01-02 17:00:00,343,9,84,-7.7,923.5,10.188
2019-01-02 18:00:00,20,2,10,-8.5,923.8,0.2466
2019-01-02 19:00:00,0,0,0,-9.7,924.6,0.0
2019-01-02 20:00:00,0,1,0,-10.3,925.2,0.0
2019-01-02 21:00:00,0,1,0,-10.8,925.9,0.0
2019-01-02 22:00:00,0,1,0,-11.1,926.5,0.0
2019-01-02 23:00:00,0,0,0,-11.9,926.2,0.0
2019-01-03 00:00:00,0,0,0,-11.5,926.1,0.0
2019-01-03 01:00:00,0,1,0,-11.7,926.0,0.0
2019-01-03 02:00:00,0,3,0,-14.0,926.1,0.0
2019-01-03 03:00:00,0,0,0,-14.9,926.5,0.0
2019-01-03 04:00:00,0,1,0,-15.1,926.9,0.0
2019-01-03 05:00:00,0,0,0,-15.8,927.0,0.0
2019-01-03 06:00:00,0,0,0,-15.8,927.1,0.0
2019-01-03 07:00:00,0,0,0,-15.8,927.2,0.0
2019-01-03 08:00:00,0,0,0,-16.2,927.7,0.0
2019-01-03 09:00:00,1,0,0,-15.9,928.7,0.0
2019-01-03 10:00:00,242,46,55,-15.9,929.7,4.8484
2019-01-03 11:00:00,558,54,167,-13.6,929.5,22.910799
2019-01-03 12:00:00,726,47,281,-9.9,928.7,32.19787
2019-01-03 13:00:00,839,29,368,-7.8,928.0,36.7828
2019-01-03 14:00:00,849,19,408,-5.8,927.2,37.861732
2019-01-03 15:00:00,745,16,309,-6.6,926.9,35.1172
2019-01-03 16:00:00,580,13,192,-6.0,926.7,25.589066
2019-01-03 17:00:00,363,10,89,-6.2,927.2,11.057667
2019-01-03 18:00:00,26,2,11,-7.6,928.0,0.3896
2019-01-03 19:00:00,0,0,0,-9.0,929.2,0.0
2019-01-03 20:00:00,0,0,0,-9.1,929.8,0.0
2019-01-03 21:00:00,0,0,0,-9.3,929.7,0.0
2019-01-03 22:00:00,0,1,0,-10.2,929.9,0.0
2019-01-03 23:00:00,0,0,0,-9.3,929.5,0.0
2019-01-04 00:00:00,0,2,0,-10.7,928.7,0.0
2019-01-04 01:00:00,0,0,0,-11.5,928.6,0.0
2019-01-04 02:00:00,0,0,0,-12.2,928.5,0.0
2019-01-04 03:00:00,0,0,0,-12.2,928.4,0.0
2019-01-04 04:00:00,0,1,0,-11.0,927.8,0.0
2019-01-04 05:00:00,0,2,0,-13.4,927.2,0.0
2019-01-04 06:00:00,0,0,0,-12.5,927.2,0.0
2019-01-04 07:00:00,0,0,0,-12.7,927.0,0.0
2019-01-04 08:00:00,0,0,0,-10.9,926.8,0.0
2019-01-04 09:00:00,3,0,1,-11.4,926.9,0.0
2019-01-04 10:00:00,245,49,60,-12.7,927.4,4.923333
2019-01-04 11:00:00,425,39,153,-10.4,926.8,17.898266
2019-01-04 12:00:00,335,15,175,-6.4,925.5,15.462532
2019-01-04 13:00:00,450,14,255,-6.1,924.8,20.125732
2019-01-04 14:00:00,382,10,232,-6.3,924.5,18.2482
2019-01-04 15:00:00,601,19,270,-6.0,923.5,20.503733
2019-01-04 16:00:00,599,12,229,-4.1,923.0,25.909933
2019-01-04 17:00:00,323,11,81,-4.1,922.1,10.103266
2019-01-04 18:00:00,24,2,12,-5.0,922.1,0.479333
2019-01-04 19:00:00,0,1,0,-7.7,922.2,0.0
2019-01-04 20:00:00,0,0,0,-8.2,922.1,0.0
2019-01-04 21:00:00,0,1,0,-7.5,920.9,0.0
2019-01-04 22:00:00,0,0,0,-8.3,919.9,0.0
2019-01-04 23:00:00,0,2,0,-8.7,918.7,0.0
2019-01-05 00:00:00,0,1,0,-10.0,918.1,0.0
2019-01-05 01:00:00,0,0,0,-9.9,917.4,0.0
2019-01-05 02:00:00,0,0,0,-8.7,915.8,0.0
2019-01-05 03:00:00,0,0,0,-8.4,915.7,0.0
2019-01-05 04:00:00,0,1,0,-11.7,916.0,0.0
2019-01-05 05:00:00,0,0,0,-11.2,915.4,0.0
2019-01-05 06:00:00,0,1,0,-11.8,915.3,0.0
2019-01-05 07:00:00,0,2,0,-13.5,915.9,0.0
2019-01-05 08:00:00,0,0,0,-13.4,916.5,0.0
2019-01-05 09:00:00,0,1,0,-12.2,917.6,0.0
2019-01-05 10:00:00,85,11,33,-12.8,919.0,3.024933
2019-01-05 11:00:00,547,63,147,-10.8,919.0,22.596867
2019-01-05 12:00:00,701,59,251,-9.6,918.8,31.718666
2019-01-05 13:00:00,848,40,348,-8.4,919.0,37.13673
2019-01-05 14:00:00,867,25,404,-7.2,918.8,37.433468
2019-01-05 15:00:00,764,18,299,-5.8,918.3,34.3362
2019-01-05 16:00:00,598,15,189,-5.7,918.6,26.362333
2019-01-05 17:00:00,356,11,84,-6.0,919.4,11.380933
2019-01-05 18:00:00,31,3,14,-7.1,920.5,0.501133
2019-01-05 19:00:00,0,0,0,-8.7,921.7,0.0
2019-01-05 20:00:00,0,0,0,-8.8,922.9,0.0
2019-01-05 21:00:00,0,1,0,-9.9,923.5,0.0
2019-01-05 22:00:00,0,0,0,-9.3,924.3,0.0
2019-01-05 23:00:00,0,0,0,-10.3,924.5,0.0
2019-01-06 00:00:00,0,0,0,-10.5,924.4,0.0
2019-01-06 01:00:00,0,0,0,-11.3,924.8,0.0
2019-01-06 02:00:00,0,0,0,-11.9,925.1,0.0
2019-01-06 03:00:00,0,0,0,-10.7,925.7,0.0
2019-01-06 04:00:00,0,1,0,-11.2,926.4,0.0
2019-01-06 05:00:00,0,0,0,-10.7,926.6,0.0
2019-01-06 06:00:00,0,0,0,-10.5,926.8,0.0
2019-01-06 07:00:00,0,1,0,-10.5,927.6,0.0
2019-01-06 08:00:00,0,0,0,-11.0,928.4,0.0
2019-01-06 09:00:00,1,0,0,-10.7,929.2,0.0
2019-01-06 10:00:00,230,52,52,-11.3,930.0,4.658533
2019-01-06 11:00:00,546,69,144,-9.2,930.1,21.3816
2019-01-06 12:00:00,696,63,235,-6.2,929.4,31.309067
2019-01-06 13:00:00,856,45,336,-6.1,928.5,36.152267
2019-01-06 14:00:00,879,27,394,-5.6,928.2,37.593933
2019-01-06 15:00:00,769,16,285,-4.0,927.5,33.1686
2019-01-06 16:00:00,587,16,178,-3.3,927.0,24.455933
2019-01-06 17:00:00,329,10,75,-2.8,927.5,10.570133
2019-01-06 18:00:00,52,4,15,-3.1,927.9,0.9462
2019-01-06 19:00:00,0,0,0,-5.1,928.9,0.0
2019-01-06 20:00:00,0,0,0,-7.5,929.9,0.0
2019-01-06 21:00:00,0,0,0,-7.8,930.7,0.0
2019-01-06 22:00:00,0,0,0,-8.1,931.1,0.0
2019-01-06 23:00:00,0,1,0,-8.9,931.0,0.0
2019-01-07 00:00:00,0,1,0,-10.2,930.9,0.0
2019-01-07 01:00:00,0,1,0,-11.9,930.9,0.0
2019-01-07 02:00:00,0,0,0,-12.0,930.8,0.0
2019-01-07 03:00:00,0,1,0,-12.8,931.2,0.0
2019-01-07 04:00:00,0,0,0,-12.1,931.3,0.0
2019-01-07 05:00:00,0,0,0,-12.6,930.9,0.0
2019-01-07 06:00:00,0,1,0,-12.6,930.6,0.0
2019-01-07 07:00:00,0,0,0,-12.3,930.7,0.0
2019-01-07 08:00:00,0,1,0,-12.1,931.3,0.0
2019-01-07 09:00:00,1,1,0,-12.8,931.6,0.0
2019-01-07 10:00:00,285,85,49,-13.0,931.4,5.6312
2019-01-07 11:00:00,623,103,136,-11.4,930.8,25.969131
2019-01-07 12:00:00,802,94,240,-8.4,930.0,35.451866
2019-01-07 13:00:00,910,61,324,-5.7,929.0,39.485
2019-01-07 14:00:00,924,33,390,-3.6,927.5,40.211998
2019-01-07 15:00:00,814,18,281,-3.1,927.1,37.218132
2019-01-07 16:00:00,653,14,180,-3.2,927.0,29.969065
2019-01-07 17:00:00,462,11,83,-3.8,927.1,16.130934
2019-01-07 18:00:00,102,1,15,-4.9,927.2,0.921067
2019-01-07 19:00:00,0,0,0,-5.8,927.5,0.0
2019-01-07 20:00:00,0,1,0,-6.4,927.6,0.0
2019-01-07 21:00:00,0,0,0,-6.9,927.8,0.0
2019-01-07 22:00:00,0,0,0,-7.3,927.7,0.0
2019-01-07 23:00:00,0,0,0,-7.9,927.3,0.0
2019-01-08 00:00:00,0,1,0,-9.7,926.8,0.0
2019-01-08 01:00:00,0,1,0,-11.0,926.1,0.0
2019-01-08 02:00:00,0,0,0,-10.3,925.4,0.0
2019-01-08 03:00:00,0,1,0,-12.1,925.2,0.0
2019-01-08 04:00:00,0,1,0,-11.7,924.9,0.0
2019-01-08 05:00:00,0,1,0,-9.9,924.3,0.0
2019-01-08 06:00:00,0,1,0,-11.7,923.9,0.0
2019-01-08 07:00:00,0,0,0,-11.5,923.5,0.0
2019-01-08 08:00:00,0,0,0,-10.6,923.5,0.0
2019-01-08 09:00:00,1,2,1,-13.6,923.4,0.0
2019-01-08 10:00:00,310,335,39,-12.5,923.4,6.427266
2019-01-08 11:00:00,617,560,92,-9.7,922.6,25.939598
2019-01-08 12:00:00,782,674,154,-5.5,921.6,34.7084
2019-01-08 13:00:00,910,734,226,-6.1,920.7,39.686867
2019-01-08 14:00:00,949,780,308,-5.6,920.3,40.856266
2019-01-08 15:00:00,817,708,236,-4.4,919.9,36.05413
2019-01-08 16:00:00,673,693,159,-3.9,919.6,29.697132
2019-01-08 17:00:00,243,150,80,-3.9,919.5,7.205933
2019-01-08 18:00:00,50,43,13,-4.6,920.1,0.6198
2019-01-08 19:00:00,0,1,0,-6.4,920.5,0.0
2019-01-08 20:00:00,0,0,0,-7.3,921.2,0.0
2019-01-08 21:00:00,0,1,0,-7.4,921.3,0.0
2019-01-08 22:00:00,0,1,0,-8.2,921.1,0.0
2019-01-08 23:00:00,0,0,0,-8.0,921.0,0.0
2019-01-09 00:00:00,0,1,0,-8.7,921.0,0.0
2019-01-09 01:00:00,0,0,0,-9.2,921.3,0.0
2019-01-09 02:00:00,0,0,0,-10.5,921.3,0.0
2019-01-09 03:00:00,0,0,0,-11.2,921.5,0.0
2019-01-09 04:00:00,0,0,0,-11.2,922.1,0.0
2019-01-09 05:00:00,0,1,0,-11.4,922.4,0.0
2019-01-09 06:00:00,0,0,0,-11.3,922.6,0.0
2019-01-09 07:00:00,0,0,0,-11.3,923.1,0.0
2019-01-09 08:00:00,0,0,0,-11.7,923.6,0.0
2019-01-09 09:00:00,1,0,0,-11.2,924.1,0.0
2019-01-09 10:00:00,112,44,38,-10.7,924.7,3.671133
2019-01-09 11:00:00,551,403,95,-8.9,924.4,22.811666
2019-01-09 12:00:00,728,503,148,-4.8,923.9,17.329132
2019-01-09 13:00:00,839,549,194,-3.3,923.4,11.25
2019-01-09 14:00:00,875,582,256,-3.4,922.9,16.2498
2019-01-09 15:00:00,761,546,199,-3.9,923.0,14.772266
2019-01-09 16:00:00,616,521,147,-2.9,922.8,22.830465
2019-01-09 17:00:00,375,255,77,-3.8,923.3,13.021666
2019-01-09 18:00:00,66,42,19,-5.0,923.9,1.1404
2019-01-09 19:00:00,0,1,0,-6.2,924.8,0.0
2019-01-09 20:00:00,0,0,0,-6.6,925.4,0.0
2019-01-09 21:00:00,0,1,0,-7.7,925.7,0.0
2019-01-09 22:00:00,0,0,0,-8.7,926.0,0.0
2019-01-09 23:00:00,0,0,0,-9.1,925.9,0.0
2019-01-10 00:00:00,0,1,0,-10.4,926.1,0.0
2019-01-10 01:00:00,0,1,0,-11.3,926.2,0.0
2019-01-10 02:00:00,0,0,0,-10.2,925.8,0.0
2019-01-10 03:00:00,0,1,0,-12.0,925.5,0.0
2019-01-10 04:00:00,0,0,0,-11.4,925.5,0.0
2019-01-10 05:00:00,0,1,0,-12.2,925.3,0.0
2019-01-10 06:00:00,0,0,0,-12.0,924.8,0.0
2019-01-10 07:00:00,0,0,0,-11.9,924.6,0.0
2019-01-10 08:00:00,0,1,0,-11.9,924.7,0.0
2019-01-10 09:00:00,3,0,2,-12.4,925.1,0.0
2019-01-10 10:00:00,237,159,50,-12.0,925.0,5.1658
2019-01-10 11:00:00,583,423,89,-10.3,924.3,24.0738
2019-01-10 12:00:00,759,537,126,-7.0,923.2,33.189667
2019-01-10 13:00:00,908,623,164,-3.7,921.7,38.089333
2019-01-10 14:00:00,709,397,217,-4.4,920.4,32.736332
2019-01-10 15:00:00,917,632,276,-3.6,919.9,31.436466
2019-01-10 16:00:00,555,369,158,-3.9,919.4,23.808731
2019-01-10 17:00:00,228,86,89,-4.2,919.2,12.838933
2019-01-10 18:00:00,83,60,22,-4.8,919.3,1.449867
2019-01-10 19:00:00,0,0,0,-6.1,919.9,0.0
2019-01-10 20:00:00,0,1,0,-7.0,920.2,0.0
2019-01-10 21:00:00,0,1,0,-7.3,920.3,0.0
2019-01-10 22:00:00,0,0,0,-8.1,920.2,0.0
2019-01-10 23:00:00,0,1,0,-8.4,920.2,0.0
2019-01-11 00:00:00,0,1,0,-9.9,919.7,0.0
2019-01-11 01:00:00,0,0,0,-11.1,919.3,0.0
2019-01-11 02:00:00,0,1,0,-11.7,919.0,0.0
2019-01-11 03:00:00,0,0,0,-11.5,918.5,0.0
2019-01-11 04:00:00,0,1,0,-11.6,918.6,0.0
2019-01-11 05:00:00,0,0,0,-11.8,918.4,0.0
2019-01-11 06:00:00,0,0,0,-11.9,918.0,0.0
2019-01-11 07:00:00,0,0,0,-11.7,918.0,0.0
2019-01-11 08:00:00,0,1,0,-12.3,918.5,0.0
2019-01-11 09:00:00,1,0,0,-12.7,919.6,0.0
2019-01-11 10:00:00,143,94,35,-11.8,920.7,4.2748
2019-01-11 11:00:00,566,401,78,-10.7,920.8,23.625265
2019-01-11 12:00:00,752,523,108,-7.5,920.5,32.926533
2019-01-11 13:00:00,893,609,134,-5.7,919.9,38.27533
2019-01-11 14:00:00,935,666,185,-4.6,919.3,39.325397
2019-01-11 15:00:00,833,675,143,-4.5,919.3,36.208866
2019-01-11 16:00:00,674,632,112,-4.1,919.1,29.287931
2019-01-11 17:00:00,458,367,65,-4.2,919.3,16.461866
2019-01-11 18:00:00,93,88,18,-4.8,919.7,1.289467
2019-01-11 19:00:00,0,0,0,-6.1,920.5,0.0
2019-01-11 20:00:00,0,0,0,-7.1,920.6,0.0
2019-01-11 21:00:00,0,0,0,-7.1,920.7,0.0
2019-01-11 22:00:00,0,1,0,-8.0,920.7,0.0
2019-01-11 23:00:00,0,1,0,-8.6,921.0,0.0
2019-01-12 00:00:00,0,1,0,-9.9,920.8,0.0
2019-01-12 01:00:00,0,0,0,-11.1,921.1,0.0
2019-01-12 02:00:00,0,0,0,-10.6,921.0,0.0
2019-01-12 03:00:00,0,2,0,-7.0,920.6,0.0
2019-01-12 04:00:00,0,0,0,-10.7,921.0,0.0
2019-01-12 05:00:00,0,2,0,-11.5,920.5,0.0
2019-01-12 06:00:00,0,0,0,-12.4,920.9,0.0
2019-01-12 07:00:00,0,0,0,-12.3,921.6,0.0
2019-01-12 08:00:00,0,1,0,-13.8,922.2,0.0
2019-01-12 09:00:00,5,0,2,-11.7,923.1,0.0
2019-01-12 10:00:00,308,237,44,-10.7,923.4,6.5324
2019-01-12 11:00:00,612,422,66,-10.9,923.2,25.539465
2019-01-12 12:00:00,784,527,86,-7.4,922.9,34.523197
2019-01-12 13:00:00,918,638,105,-5.4,922.3,39.077133
2019-01-12 14:00:00,964,702,156,-5.2,921.7,39.9656
2019-01-12 15:00:00,855,702,117,-4.6,921.7,37.1572
2019-01-12 16:00:00,672,626,100,-4.2,921.8,29.278732
2019-01-12 17:00:00,450,351,62,-4.0,921.9,16.0612
2019-01-12 18:00:00,32,13,12,-4.8,922.5,0.6234
2019-01-12 19:00:00,0,0,0,-6.4,923.2,0.0
2019-01-12 20:00:00,0,0,0,-6.6,923.8,0.0
2019-01-12 21:00:00,0,0,0,-7.5,924.4,0.0
2019-01-12 22:00:00,0,0,0,-8.2,924.5,0.0
2019-01-12 23:00:00,0,0,0,-8.2,925.0,0.0
2019-01-13 00:00:00,0,0,0,-8.7,924.9,0.0
2019-01-13 01:00:00,0,0,0,-9.7,924.9,0.0
2019-01-13 02:00:00,0,0,0,-10.4,925.2,0.0
2019-01-13 03:00:00,0,1,0,-12.4,925.4,0.0
2019-01-13 04:00:00,0,0,0,-10.5,925.3,0.0
2019-01-13 05:00:00,0,0,0,-13.8,925.8,0.0
2019-01-13 06:00:00,0,0,0,-11.9,925.7,0.0
2019-01-13 07:00:00,0,0,0,-11.9,925.7,0.0
2019-01-13 08:00:00,0,0,0,-13.6,926.9,0.0
2019-01-13 09:00:00,6,2,3,-14.1,927.2,0.0178
2019-01-13 10:00:00,289,182,55,-13.2,927.2,5.770067
2019-01-13 11:00:00,590,366,69,-10.6,927.3,25.089132
2019-01-13 12:00:00,800,486,105,-7.3,926.4,30.5418
2019-01-13 13:00:00,374,76,187,-6.9,925.9,14.520066
2019-01-13 14:00:00,558,251,155,-6.8,925.5,32.083664
2019-01-13 15:00:00,841,668,97,-4.4,924.6,35.831467
2019-01-13 16:00:00,232,38,136,-4.6,924.2,7.886333
2019-01-13 17:00:00,114,1,88,-4.4,925.0,5.437266
2019-01-13 18:00:00,20,0,19,-5.2,925.5,0.356667
2019-01-13 19:00:00,0,0,0,-5.8,926.5,0.0
2019-01-13 20:00:00,0,0,0,-6.1,927.3,0.0
2019-01-13 21:00:00,0,0,0,-6.9,928.0,0.0
2019-01-13 22:00:00,0,0,0,-6.8,928.5,0.0
2019-01-13 23:00:00,0,0,0,-7.3,928.5,0.0
2019-01-14 00:00:00,0,0,0,-7.2,928.7,0.0
2019-01-14 01:00:00,0,1,0,-8.0,928.9,0.0
2019-01-14 02:00:00,0,0,0,-9.4,929.0,0.0
2019-01-14 03:00:00,0,1,0,-10.6,929.4,0.0
2019-01-14 04:00:00,0,0,0,-10.6,929.7,0.0
2019-01-14 05:00:00,0,1,0,-10.3,929.6,0.0
2019-01-14 06:00:00,0,0,0,-10.6,929.5,0.0
2019-01-14 07:00:00,0,0,0,-11.6,930.2,0.0
2019-01-14 08:00:00,0,0,0,-12.0,930.9,0.0
2019-01-14 09:00:00,3,0,1,-10.5,931.2,0.0
2019-01-14 10:00:00,268,178,36,-8.4,931.0,5.5006
2019-01-14 11:00:00,622,385,57,-5.5,930.5,25.611334
2019-01-14 12:00:00,770,502,68,-3.7,930.1,34.036133
2019-01-14 13:00:00,875,511,101,-2.4,929.0,37.37253
2019-01-14 14:00:00,829,480,144,-0.8,928.4,35.183933
2019-01-14 15:00:00,744,476,120,0.0,928.0,32.273064
2019-01-14 16:00:00,610,457,101,0.4,928.0,25.982733
2019-01-14 17:00:00,283,140,68,0.6,928.2,10.758933
2019-01-14 18:00:00,32,0,18,-0.3,928.9,0.867333
2019-01-14 19:00:00,0,0,0,-2.7,929.5,0.0
2019-01-14 20:00:00,0,0,0,-2.4,930.2,0.0
2019-01-14 21:00:00,0,0,0,-4.6,930.1,0.0
2019-01-14 22:00:00,0,0,0,-5.1,930.2,0.0
2019-01-14 23:00:00,0,0,0,-5.6,929.8,0.0
2019-01-15 00:00:00,0,0,0,-5.7,929.0,0.0
2019-01-15 01:00:00,0,1,0,-6.9,928.7,0.0
2019-01-15 02:00:00,0,0,0,-5.9,928.0,0.0
2019-01-15 03:00:00,0,0,0,-6.2,927.6,0.0
2019-01-15 04:00:00,0,0,0,-5.2,927.0,0.0
2019-01-15 05:00:00,0,1,0,-5.6,926.3,0.0
2019-01-15 06:00:00,0,0,0,-5.8,925.5,0.0
2019-01-15 07:00:00,0,0,0,-4.8,924.5,0.0
2019-01-15 08:00:00,0,0,0,-4.5,924.3,0.0
2019-01-15 09:00:00,1,0,1,-4.9,924.1,0.0
2019-01-15 10:00:00,92,8,60,-4.1,924.0,3.413533
2019-01-15 11:00:00,278,52,120,-5.7,923.8,19.7696
2019-01-15 12:00:00,679,266,162,-4.3,923.7,28.456799
2019-01-15 13:00:00,377,40,214,-4.0,922.8,18.270733
2019-01-15 14:00:00,825,312,272,-3.4,922.3,20.023132
2019-01-15 15:00:00,178,3,110,-3.0,921.9,12.090333
2019-01-15 16:00:00,452,190,127,-2.2,922.0,19.768534
2019-01-15 17:00:00,227,46,100,-1.9,922.1,10.6068
2019-01-15 18:00:00,37,3,25,-3.0,922.0,1.340067
2019-01-15 19:00:00,0,1,0,-5.3,922.8,0.0
2019-01-15 20:00:00,0,1,0,-5.8,923.3,0.0
2019-01-15 21:00:00,0,0,0,-6.8,922.9,0.0
2019-01-15 22:00:00,0,0,0,-6.3,922.8,0.0
2019-01-15 23:00:00,0,0,0,-7.4,922.3,0.0
2019-01-16 00:00:00,0,1,0,-6.8,922.0,0.0
2019-01-16 01:00:00,0,2,0,-9.4,921.8,0.0
2019-01-16 02:00:00,0,1,0,-9.8,921.5,0.0
2019-01-16 03:00:00,0,0,0,-10.2,920.9,0.0
2019-01-16 04:00:00,0,0,0,-9.9,920.8,0.0
2019-01-16 05:00:00,0,3,0,-10.4,920.6,0.0
2019-01-16 06:00:00,0,0,0,-11.6,920.7,0.0
2019-01-16 07:00:00,0,0,0,-10.5,920.0,0.0
2019-01-16 08:00:00,0,0,0,-11.3,920.4,0.0
2019-01-16 09:00:00,10,0,5,-10.8,921.0,0.0
2019-01-16 10:00:00,73,5,35,-11.2,921.0,2.804333
2019-01-16 11:00:00,431,169,76,-7.4,920.0,20.745667
2019-01-16 12:00:00,784,425,79,-4.4,919.5,33.843266
2019-01-16 13:00:00,611,207,172,-2.4,918.0,33.016533
2019-01-16 14:00:00,929,504,150,-2.9,917.3,34.2968
2019-01-16 15:00:00,869,584,90,-3.7,917.8,35.93753
2019-01-16 16:00:00,275,92,81,-3.7,917.8,13.416133
2019-01-16 17:00:00,331,153,66,-3.5,917.7,12.820733
2019-01-16 18:00:00,35,3,22,-3.8,918.2,0.9232
2019-01-16 19:00:00,0,1,0,-4.7,918.3,0.0
2019-01-16 20:00:00,0,0,0,-5.4,918.8,0.0
2019-01-16 21:00:00,0,0,0,-5.4,919.5,0.0
2019-01-16 22:00:00,0,1,0,-7.4,920.1,0.0
2019-01-16 23:00:00,0,1,0,-8.3,920.6,0.0
2019-01-17 00:00:00,0,0,0,-9.0,920.1,0.0
2019-01-17 01:00:00,0,0,0,-8.5,919.6,0.0
2019-01-17 02:00:00,0,0,0,-9.0,919.9,0.0
2019-01-17 03:00:00,0,0,0,-8.5,919.7,0.0
2019-01-17 04:00:00,0,1,0,-9.7,920.0,0.0
2019-01-17 05:00:00,0,1,0,-9.3,919.8,0.0
2019-01-17 06:00:00,0,0,0,-9.4,919.5,0.0
2019-01-17 07:00:00,0,0,0,-9.3,919.8,0.0
2019-01-17 08:00:00,0,1,0,-7.2,920.6,0.0
2019-01-17 09:00:00,1,0,0,-9.3,921.9,0.0
2019-01-17 10:00:00,166,53,47,-9.8,922.6,4.8864
2019-01-17 11:00:00,206,28,83,-8.9,923.0,9.066933
2019-01-17 12:00:00,752,306,128,-5.1,923.0,31.122066
2019-01-17 13:00:00,733,294,132,-4.0,922.4,30.502867
2019-01-17 14:00:00,924,412,195,-3.1,922.1,30.833067
2019-01-17 15:00:00,835,508,98,-1.3,921.6,32.954132
2019-01-17 16:00:00,554,346,95,-1.5,921.5,24.654467
2019-01-17 17:00:00,193,41,79,-2.2,921.8,6.773
2019-01-17 18:00:00,46,9,22,-3.0,922.3,1.145
2019-01-17 19:00:00,0,0,0,-4.1,923.1,0.0
2019-01-17 20:00:00,0,0,0,-4.5,923.6,0.0
2019-01-17 21:00:00,0,1,0,-4.5,923.5,0.0
2019-01-17 22:00:00,0,0,0,-4.7,923.7,0.0
2019-01-17 23:00:00,0,0,0,-3.5,923.4,0.0
2019-01-18 00:00:00,0,0,0,-3.8,923.4,0.0
2019-01-18 01:00:00,0,1,0,-4.1,923.2,0.0
2019-01-18 02:00:00,0,0,0,-4.1,923.0,0.0
2019-01-18 03:00:00,0,0,0,-4.3,922.7,0.0
2019-01-18 04:00:00,0,0,0,-4.0,922.7,0.0
2019-01-18 05:00:00,0,0,0,-4.3,922.3,0.0
2019-01-18 06:00:00,0,0,0,-4.5,922.0,0.0
2019-01-18 07:00:00,0,0,0,-5.6,922.0,0.0
2019-01-18 08:00:00,0,0,0,-5.6,922.2,0.0
2019-01-18 09:00:00,0,0,0,-6.7,922.7,0.0
2019-01-18 10:00:00,61,1,50,-6.8,922.7,2.505
2019-01-18 11:00:00,161,3,114,-6.6,922.8,7.011733
2019-01-18 12:00:00,268,19,170,-4.2,922.1,12.539733
2019-01-18 13:00:00,342,25,204,-2.5,921.2,15.8198
2019-01-18 14:00:00,413,47,229,-1.6,920.5,18.289865
2019-01-18 15:00:00,355,48,194,-0.6,919.7,15.796199
2019-01-18 16:00:00,249,19,141,-0.6,919.3,10.9022
2019-01-18 17:00:00,109,2,95,-0.7,919.8,4.681267
2019-01-18 18:00:00,27,1,26,-0.9,919.8,0.784733
