date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Power (MW)
2019-01-08 04:00:00,0.0,0.0,0.0,-10.13,868.52,0.277433
2019-01-08 05:00:00,0.0,0.0,0.0,-8.91,868.47,0.270667
2019-01-08 06:00:00,0.0,0.0,0.0,-9.49,868.26,0.272533
2019-01-08 07:00:00,0.0,0.0,0.0,-10.56,868.29,0.271367
2019-01-08 08:00:00,0.0,0.0,0.0,-11.18,867.71,0.2709
2019-01-08 09:00:00,0.0,0.0,0.0,-11.71,867.5,0.2758
2019-01-08 10:00:00,0.0,0.0,0.0,-11.9,867.44,0.476
2019-01-08 11:00:00,75.04,54.14,44.4,-9.73,867.71,10.286968
2019-01-08 12:00:00,238.57,172.13,153.46,-6.61,867.16,42.486732
2019-01-08 13:00:00,227.95,164.46,146.35,-6.9,866.75,54.330032
2019-01-08 14:00:00,323.39,233.32,207.55,-5.33,865.4,56.78353
2019-01-08 15:00:00,347.7,250.87,227.46,-4.88,864.48,76.26733
2019-01-08 16:00:00,371.79,268.25,270.43,-3.2,864.2,72.22297
2019-01-08 17:00:00,178.5,128.79,105.79,-3.6,863.45,22.435467
2019-01-08 18:00:00,91.77,66.21,52.07,-3.87,863.69,10.322433
2019-01-08 19:00:00,21.19,15.29,11.0,-4.42,864.14,1.928967
2019-01-08 20:00:00,0.0,0.0,0.0,-5.23,864.48,0.2709
2019-01-08 21:00:00,0.0,0.0,0.0,-5.91,865.0,0.278133
2019-01-08 22:00:00,0.0,0.0,0.0,-6.24,865.36,0.2667
2019-01-08 23:00:00,0.0,0.0,0.0,-6.5,865.5,0.2709
2019-01-09 00:00:00,0.0,0.0,0.0,-7.27,865.74,0.270433
2019-01-09 01:00:00,0.0,0.0,0.0,-7.02,865.94,0.264133
2019-01-09 02:00:00,0.0,0.0,0.0,-7.7,865.93,0.268333
2019-01-09 03:00:00,0.0,0.0,0.0,-7.56,865.99,0.2688
2019-01-09 04:00:00,0.0,0.0,0.0,-7.16,866.18,0.2716
2019-01-09 05:00:00,0.0,0.0,0.0,-7.74,866.36,0.2765
2019-01-09 06:00:00,0.0,0.0,0.0,-6.81,866.25,0.2688
2019-01-09 07:00:00,0.0,0.0,0.0,-6.91,865.66,0.279067
2019-01-09 08:00:00,0.0,0.0,0.0,-6.47,865.62,0.2653
2019-01-09 09:00:00,0.0,0.0,0.0,-8.4,866.49,0.266233
2019-01-09 10:00:00,0.0,0.0,0.0,-8.73,867.13,0.227967
2019-01-09 11:00:00,69.7,50.29,47.12,-8.36,867.71,13.259167
2019-01-09 12:00:00,179.46,129.48,125.79,-6.38,867.62,43.240864
2019-01-09 13:00:00,316.22,228.15,220.05,-3.0,866.89,56.293533
2019-01-09 14:00:00,216.77,156.4,120.75,-2.6,866.09,33.766132
2019-01-09 15:00:00,190.02,137.1,102.95,-2.1,865.64,26.051435
2019-01-09 16:00:00,261.25,188.49,152.79,-0.5,865.14,36.396965
2019-01-09 17:00:00,378.89,273.37,258.05,0.81,864.81,63.734066
2019-01-09 18:00:00,184.77,133.31,130.9,0.99,865.27,30.386297
2019-01-09 19:00:00,43.21,31.18,28.32,-0.01,865.63,3.808466
2019-01-09 20:00:00,0.0,0.0,0.0,-2.63,866.32,0.269967
2019-01-09 21:00:00,0.0,0.0,0.0,-3.28,866.78,0.2751
2019-01-09 22:00:00,0.0,0.0,0.0,-4.54,866.99,0.2604
2019-01-09 23:00:00,0.0,0.0,0.0,-6.85,867.18,0.261333
2019-01-10 00:00:00,0.0,0.0,0.0,-7.34,867.38,0.2716
2019-01-10 01:00:00,0.0,0.0,0.0,-8.53,867.48,0.268567
2019-01-10 02:00:00,0.0,0.0,0.0,-8.5,867.47,0.2702
2019-01-10 03:00:00,0.0,0.0,0.0,-9.42,868.03,0.268567
2019-01-10 04:00:00,0.0,0.0,0.0,-10.37,868.14,0.271833
2019-01-10 05:00:00,0.0,0.0,0.0,-10.35,867.95,0.273233
2019-01-10 06:00:00,0.0,0.0,0.0,-9.77,867.54,0.2737
2019-01-10 07:00:00,0.0,0.0,0.0,-10.36,867.13,0.2744
2019-01-10 08:00:00,0.0,0.0,0.0,-11.07,867.01,0.272067
2019-01-10 09:00:00,0.0,0.0,0.0,-10.71,867.37,0.271833
2019-01-10 10:00:00,0.0,0.0,0.0,-10.54,868.48,0.894367
2019-01-10 11:00:00,87.11,62.85,63.16,-9.23,868.11,14.2415
2019-01-10 12:00:00,237.48,171.34,171.28,-7.38,866.8,55.519566
2019-01-10 13:00:00,355.95,256.82,268.83,-4.53,865.9,79.1777
2019-01-10 14:00:00,425.39,306.92,323.17,-1.72,864.3,91.13113
2019-01-10 15:00:00,440.71,317.97,325.7,-1.42,863.43,89.063095
2019-01-10 16:00:00,360.94,260.42,259.27,-0.6,862.63,69.149734
2019-01-10 17:00:00,261.59,188.73,186.38,-0.76,861.89,48.85673
2019-01-10 18:00:00,114.29,82.46,65.92,-0.43,862.12,13.096766
2019-01-10 19:00:00,30.39,21.93,15.67,-1.17,862.3,3.082567
2019-01-10 20:00:00,0.0,0.0,0.0,-2.89,862.23,0.272533
2019-01-10 21:00:00,0.0,0.0,0.0,-3.87,863.07,0.270433
2019-01-10 22:00:00,0.0,0.0,0.0,-4.24,863.4,0.2569
2019-01-10 23:00:00,0.0,0.0,0.0,-4.44,863.31,0.2604
2019-01-11 00:00:00,0.0,0.0,0.0,-4.87,863.12,0.2632
2019-01-11 01:00:00,0.0,0.0,0.0,-5.74,862.84,0.2639
2019-01-11 02:00:00,0.0,0.0,0.0,-5.81,862.41,0.267167
2019-01-11 03:00:00,0.0,0.0,0.0,-5.88,862.28,0.269733
2019-01-11 04:00:00,0.0,0.0,0.0,-8.42,862.75,0.2681
2019-01-11 05:00:00,0.0,0.0,0.0,-7.91,862.81,0.266467
2019-01-11 06:00:00,0.0,0.0,0.0,-6.94,862.49,0.2716
2019-01-11 07:00:00,0.0,0.0,0.0,-7.2,862.3,0.2709
2019-01-11 08:00:00,0.0,0.0,0.0,-8.46,862.56,0.264133
2019-01-11 09:00:00,0.0,0.0,0.0,-8.94,863.22,0.267633
2019-01-11 10:00:00,0.0,0.0,0.0,-8.63,863.54,0.174533
2019-01-11 11:00:00,60.28,43.49,34.27,-8.28,863.67,10.548766
2019-01-11 12:00:00,91.39,65.94,52.24,-6.7,863.64,14.050633
2019-01-11 13:00:00,158.32,114.23,103.41,-4.93,863.28,19.323965
2019-01-11 14:00:00,436.99,315.29,316.78,-1.77,862.03,77.91233
2019-01-11 15:00:00,465.66,335.97,346.74,-0.17,860.92,89.519264
2019-01-11 16:00:00,392.07,282.88,293.52,0.92,860.7,79.336136
2019-01-11 17:00:00,226.98,163.77,163.47,1.04,860.42,32.674133
2019-01-11 18:00:00,111.69,80.59,60.98,0.11,860.7,14.362833
2019-01-11 19:00:00,37.7,27.2,18.95,-0.77,861.06,3.6141
2019-01-11 20:00:00,0.0,0.0,0.0,-2.18,861.72,0.269033
2019-01-11 21:00:00,0.0,0.0,0.0,-3.99,862.48,0.2688
2019-01-11 22:00:00,0.0,0.0,0.0,-4.76,863.11,0.260167
2019-01-11 23:00:00,0.0,0.0,0.0,-4.52,863.58,0.260633
2019-01-12 00:00:00,0.0,0.0,0.0,-4.88,864.24,0.265533
2019-01-12 01:00:00,0.0,0.0,0.0,-5.23,864.38,0.261567
2019-01-12 02:00:00,0.0,0.0,0.0,-6.03,864.54,0.2653
2019-01-12 03:00:00,0.0,0.0,0.0,-7.28,864.85,0.268333
2019-01-12 04:00:00,0.0,0.0,0.0,-8.32,865.43,0.274633
2019-01-12 05:00:00,0.0,0.0,0.0,-8.99,865.66,0.267167
2019-01-12 06:00:00,0.0,0.0,0.0,-9.17,865.4,0.273233
2019-01-12 07:00:00,0.0,0.0,0.0,-9.14,864.61,0.271133
2019-01-12 08:00:00,0.0,0.0,0.0,-9.15,865.33,0.264833
2019-01-12 09:00:00,0.0,0.0,0.0,-8.38,865.91,0.267867
2019-01-12 10:00:00,0.04,0.03,0.0,-8.48,866.29,0.601767
2019-01-12 11:00:00,80.25,57.9,47.31,-5.58,866.4,10.7394
2019-01-12 12:00:00,117.93,85.09,64.13,-4.99,866.55,16.832666
2019-01-12 13:00:00,376.91,271.94,260.01,-3.25,866.06,67.67693
2019-01-12 14:00:00,252.48,182.16,155.97,-1.76,865.19,49.475765
2019-01-12 15:00:00,273.51,197.34,158.61,-0.59,864.42,37.700363
2019-01-12 16:00:00,170.07,122.7,89.67,-0.53,864.16,20.515833
2019-01-12 17:00:00,147.37,106.33,78.51,-0.53,864.47,19.3676
2019-01-12 18:00:00,82.39,59.45,42.88,-0.87,865.01,9.092067
2019-01-12 19:00:00,19.76,14.26,9.7,-1.49,865.66,1.753733
2019-01-12 20:00:00,0.0,0.0,0.0,-2.55,866.55,0.269267
2019-01-12 21:00:00,0.0,0.0,0.0,-4.52,867.33,0.2751
2019-01-12 22:00:00,0.0,0.0,0.0,-5.36,867.77,0.261567
2019-01-12 23:00:00,0.0,0.0,0.0,-5.9,867.83,0.2611
2019-01-13 00:00:00,0.0,0.0,0.0,-6.19,867.95,0.271367
2019-01-13 01:00:00,0.0,0.0,0.0,-5.94,867.97,0.264833
2019-01-13 02:00:00,0.0,0.0,0.0,-6.74,868.08,0.269267
2019-01-13 03:00:00,0.0,0.0,0.0,-6.55,868.04,0.268333
2019-01-13 04:00:00,0.0,0.0,0.0,-6.65,868.15,0.274167
2019-01-13 05:00:00,0.0,0.0,0.0,-7.28,868.45,0.273
2019-01-13 06:00:00,0.0,0.0,0.0,-7.63,868.34,0.272767
2019-01-13 07:00:00,0.0,0.0,0.0,-7.51,868.16,0.274167
2019-01-13 08:00:00,0.0,0.0,0.0,-7.58,868.24,0.267867
2019-01-13 09:00:00,0.0,0.0,0.0,-7.17,868.78,0.267867
2019-01-13 10:00:00,0.0,0.0,0.0,-7.1,869.19,0.246167
2019-01-13 11:00:00,24.65,17.78,12.48,-6.59,869.97,3.504433
2019-01-13 12:00:00,77.2,55.7,40.35,-5.82,870.47,10.4258
2019-01-13 13:00:00,135.71,97.91,71.54,-5.55,870.92,19.211966
2019-01-13 14:00:00,187.84,135.53,101.33,-4.77,870.49,35.76953
2019-01-13 15:00:00,510.02,367.98,363.4,-2.4,869.63,89.64853
2019-01-13 16:00:00,200.45,144.63,109.31,-1.52,869.76,21.019365
2019-01-13 17:00:00,101.43,73.18,53.16,-1.85,870.43,12.063799
2019-01-13 18:00:00,74.13,53.48,38.51,-2.27,871.06,8.853833
2019-01-13 19:00:00,29.31,21.15,14.55,-2.36,871.4,2.793233
2019-01-13 20:00:00,0.0,0.0,0.0,-2.82,871.96,0.272067
2019-01-13 21:00:00,0.0,0.0,0.0,-3.61,872.45,0.272767
2019-01-13 22:00:00,0.0,0.0,0.0,-4.49,873.06,0.2611
2019-01-13 23:00:00,0.0,0.0,0.0,-5.4,873.23,0.2618
2019-01-14 00:00:00,0.0,0.0,0.0,-5.6,873.35,0.266233
2019-01-14 01:00:00,0.0,0.0,0.0,-6.38,873.3,0.265533
2019-01-14 02:00:00,0.0,0.0,0.0,-7.64,873.42,0.267633
2019-01-14 03:00:00,0.0,0.0,0.0,-7.98,873.47,0.2674
2019-01-14 04:00:00,0.0,0.0,0.0,-8.1,873.55,0.279067
2019-01-14 05:00:00,0.0,0.0,0.0,-8.07,873.75,0.273233
2019-01-14 06:00:00,0.0,0.0,0.0,-8.78,873.75,0.269733
2019-01-14 07:00:00,0.0,0.0,0.0,-7.76,873.37,0.2723
2019-01-14 08:00:00,0.0,0.0,0.0,-5.19,873.3,0.270667
2019-01-14 09:00:00,0.0,0.0,0.0,-8.14,873.4,0.266933
2019-01-14 10:00:00,0.0,0.0,0.0,-8.22,873.46,0.6209
2019-01-14 11:00:00,118.53,85.52,105.97,-5.57,872.69,16.252832
2019-01-14 12:00:00,292.43,210.99,222.12,-3.42,871.96,72.78973
2019-01-14 13:00:00,405.8,292.78,319.79,-3.97,872.28,92.51783
2019-01-14 14:00:00,450.23,324.84,348.8,-1.58,872.06,92.66624
2019-01-14 15:00:00,480.09,346.39,376.43,0.84,870.52,87.54877
2019-01-14 16:00:00,440.67,317.94,344.3,0.42,869.69,87.64654
2019-01-14 17:00:00,347.73,250.89,263.55,1.95,869.29,68.901695
2019-01-14 18:00:00,216.21,156.0,156.43,3.11,868.77,39.196266
2019-01-14 19:00:00,63.49,45.81,44.4,1.71,868.7,5.201
2019-01-14 20:00:00,0.0,0.0,0.0,-1.57,869.54,0.257367
2019-01-14 21:00:00,0.0,0.0,0.0,-3.77,869.98,0.266233
2019-01-14 22:00:00,0.0,0.0,0.0,-3.54,869.84,0.252933
2019-01-14 23:00:00,0.0,0.0,0.0,-4.52,869.74,0.255967
2019-01-15 00:00:00,0.0,0.0,0.0,-5.84,869.83,0.264133
2019-01-15 01:00:00,0.0,0.0,0.0,-6.33,870.51,0.262967
2019-01-15 02:00:00,0.0,0.0,0.0,-6.67,870.56,0.263433
2019-01-15 03:00:00,0.0,0.0,0.0,-8.77,869.92,0.263667
2019-01-15 04:00:00,0.0,0.0,0.0,-9.54,869.63,0.273
2019-01-15 05:00:00,0.0,0.0,0.0,-9.62,870.38,0.275567
2019-01-15 06:00:00,0.0,0.0,0.0,-9.98,869.51,0.2751
2019-01-15 07:00:00,0.0,0.0,0.0,-9.26,868.2,0.2653
2019-01-15 08:00:00,0.0,0.0,0.0,-9.9,867.96,0.268567
2019-01-15 09:00:00,0.0,0.0,0.0,-10.06,868.19,0.269267
2019-01-15 10:00:00,0.0,0.0,0.0,-9.34,868.44,0.2555
2019-01-15 11:00:00,69.57,50.2,40.11,-9.64,868.32,13.503468
2019-01-15 12:00:00,188.27,135.83,113.32,-6.35,868.58,32.7656
2019-01-15 13:00:00,234.87,169.46,142.82,-6.34,869.14,37.19613
2019-01-15 14:00:00,427.47,308.42,315.77,-3.84,867.5,83.50533
2019-01-15 15:00:00,447.93,323.18,344.36,-2.58,866.12,85.30222
2019-01-15 16:00:00,508.45,366.84,359.17,-0.14,864.8,49.068367
2019-01-15 17:00:00,162.17,117.0,85.67,-1.13,864.76,22.023634
2019-01-15 18:00:00,168.44,121.53,108.5,-0.29,864.52,17.3831
